u,v,u_x,u_y,v_x,v_y,duration,departure_time
436805789,4591716533,126.9358022,37.5499254,126.9360732,37.5501795,28,202507010800
436805789,5104926219,126.9358022,37.5499254,126.9371216,37.5498185,21,202507010800
436825400,436825402,126.9571564,37.5546125,126.9563929,37.5548557,17,202507010800
436805789,2690977357,126.9358022,37.5499254,126.9342419,37.5499828,19,202507010800
436825400,3991035409,126.9571564,37.5546125,126.9573664,37.5545417,286,202507010800
436825400,2451940759,126.9571564,37.5546125,126.9564776,37.5531916,81,202507010800
436825402,436825406,126.9563929,37.5548557,126.9558226,37.5555763,29,202507010800
436825402,436825400,126.9563929,37.5548557,126.9571564,37.5546125,200,202507010800
436825402,2451940799,126.9563929,37.5548557,126.9555278,37.5546139,22,202507010800
436825406,2451940825,126.9558226,37.5555763,126.9555772,37.5563408,102,202507010800
436825406,2329648890,126.9558226,37.5555763,126.9553417,37.5553523,21,202507010800
436825406,436825402,126.9558226,37.5555763,126.9563929,37.5548557,53,202507010800
436825408,4591461862,126.95557,37.55658,126.9548571,37.5566076,14,202507010800
436825408,2451940825,126.95557,37.55658,126.9555772,37.5563408,37,202507010800
436825408,2329648814,126.95557,37.55658,126.9558004,37.5568727,202,202507010800
436825413,2329648814,126.956067,37.55711,126.9558004,37.5568727,9,202507010800
436828298,3868066598,126.9343,37.54697,126.9343,37.5471851,16,202507010800
436825413,436718711,126.956067,37.55711,126.9561831,37.5573367,240,202507010800
436825413,8478367052,126.956067,37.55711,126.9565241,37.5573389,244,202507010800
436828298,3868066424,126.9343,37.54697,126.9342529,37.5454869,63,202507010800
436828298,3868066587,126.9343,37.54697,126.9339623,37.5469752,6,202507010800
436828299,4591663326,126.9342999,37.547408,126.9343401,37.5483308,107,202507010800
436828299,3868066598,126.9342999,37.547408,126.9343,37.5471851,94,202507010800
436835420,9987494196,126.941883,37.5478347,126.941951,37.5478974,220,202507010800
436835420,9987526935,126.941883,37.5478347,126.9421835,37.5476953,214,202507010800
436828299,3868066618,126.9342999,37.547408,126.9338161,37.5474208,65,202507010800
436828299,4591679942,126.9342999,37.547408,126.9348166,37.5473943,95,202507010800
436835420,3867929946,126.941883,37.5478347,126.9415761,37.5475182,238,202507010800
436835433,5235827850,126.9438697,37.5501069,126.9440581,37.5501903,3,202507010800
436835433,8477807829,126.9438697,37.5501069,126.9434351,37.5500202,32,202507010800
436835433,7298467871,126.9438697,37.5501069,126.9453201,37.5522548,327,202507010800
436835433,8477807825,126.9438697,37.5501069,126.9436529,37.5498732,279,202507010800
436835466,3868066610,126.9348588,37.5473932,126.9348295,37.5472783,121,202507010800
436835466,4591679953,126.9348588,37.5473932,126.9358307,37.5473675,230,202507010800
436835481,3869600353,126.924379,37.5477321,126.9238009,37.5477437,7,202507010800
436835483,436864020,126.92297,37.54776,126.92307,37.5507,303,202507010800
436835481,3869599546,126.924379,37.5477321,126.9260545,37.5476778,248,202507010800
436835481,3869600357,126.924379,37.5477321,126.9232136,37.5465965,80,202507010800
436837156,436837159,126.9224017,37.5573057,126.9230374,37.5580021,315,202507010800
436837156,3702193046,126.9224017,37.5573057,126.9221605,37.5574463,335,202507010800
436835483,3869600353,126.92297,37.54776,126.9238009,37.5477437,238,202507010800
436835483,3869600349,126.92297,37.54776,126.9229562,37.5469968,140,202507010800
436837159,3033929895,126.9230374,37.5580021,126.9236416,37.5574791,113,202507010800
436837159,436837161,126.9230374,37.5580021,126.9233758,37.5583908,25,202507010800
436837161,436837164,126.9233758,37.5583908,126.9235778,37.5588984,174,202507010800
436837164,436837161,126.9235778,37.5588984,126.9233758,37.5583908,202,202507010800
436837159,436837156,126.9230374,37.5580021,126.9224017,37.5573057,180,202507010800
436837161,436837159,126.9233758,37.5583908,126.9230374,37.5580021,40,202507010800
436837161,4630901213,126.9233758,37.5583908,126.9237879,37.5584051,177,202507010800
436837164,3702193053,126.9235778,37.5588984,126.9229654,37.5593384,239,202507010800
436837164,436837167,126.9235778,37.5588984,126.9236709,37.5591342,56,202507010800
436837167,3702193049,126.9236709,37.5591342,126.9237873,37.559781,187,202507010800
436837167,436837164,126.9236709,37.5591342,126.9235778,37.5588984,198,202507010800
436837167,3702193047,126.9236709,37.5591342,126.9242745,37.5594558,75,202507010800
436837171,436862108,126.9238143,37.559929,126.9237011,37.5600633,205,202507010800
436837189,3825309972,126.9302418,37.5672372,126.9306736,37.5677794,52,202507010800
436837171,3702193049,126.9238143,37.559929,126.9237873,37.559781,122,202507010800
436837171,4674668606,126.9238143,37.559929,126.9238927,37.5603276,132,202507010800
436837189,2330771264,126.9302418,37.5672372,126.9309257,37.5668519,116,202507010800
436837189,3785057934,126.9302418,37.5672372,126.929555,37.5666822,52,202507010800
436837191,436837192,126.9317414,37.5691072,126.93223,37.56851,65,202507010800
436837189,4589999127,126.9302418,37.5672372,126.9298792,37.567643,15,202507010800
436837191,3825310104,126.9317414,37.5691072,126.9316021,37.5689342,29,202507010800
436837192,3825310086,126.93223,37.56851,126.9323606,37.5686727,172,202507010800
436837191,3825310381,126.9317414,37.5691072,126.932646,37.5702535,23,202507010800
436837192,436837191,126.93223,37.56851,126.9317414,37.5691072,38,202507010800
436837191,436873059,126.9317414,37.5691072,126.93142,37.5695,131,202507010800
436839884,2330782495,126.962252,37.551397,126.9620146,37.5512126,244,202507010800
436837192,3825309973,126.93223,37.56851,126.9316207,37.5677384,90,202507010800
436841150,3860578465,126.9394,37.55904,126.9391339,37.5590333,4,202507010800
436839884,3352633687,126.962252,37.551397,126.9606333,37.5530731,341,202507010800
436841150,3864845758,126.9394,37.55904,126.9395603,37.5587696,86,202507010800
436841150,3864845156,126.9394,37.55904,126.9390572,37.558786,69,202507010800
436841153,3864845762,126.9404251,37.5591266,126.9408586,37.5591337,208,202507010800
436841150,3864845761,126.9394,37.55904,126.9399998,37.5591207,130,202507010800
436841153,3864845761,126.9404251,37.5591266,126.9399998,37.5591207,26,202507010800
436841153,3860578462,126.9404251,37.5591266,126.9404233,37.5593308,27,202507010800
436841153,3310757859,126.9404251,37.5591266,126.9404562,37.5586029,78,202507010800
436848861,436848862,126.95419,37.56374,126.95389,37.56397,6,202507010800
436848861,4056367770,126.95419,37.56374,126.9545665,37.5634511,64,202507010800
436848861,2451940971,126.95419,37.56374,126.9544905,37.5640867,13,202507010800
436848862,2451940973,126.95389,37.56397,126.953625,37.5641804,6,202507010800
436848862,2451940978,126.95389,37.56397,126.9542185,37.5644943,29,202507010800
436848862,436848861,126.95389,37.56397,126.95419,37.56374,49,202507010800
436848863,2451940979,126.95355,37.56424,126.9536123,37.5645879,71,202507010800
436848863,2451940988,126.95355,37.56424,126.9525931,37.5651332,56,202507010800
436848863,2451940973,126.95355,37.56424,126.953625,37.5641804,80,202507010800
436853677,9946440068,126.9392121,37.5491774,126.9390428,37.5491837,71,202507010800
436853677,8477807829,126.9392121,37.5491774,126.9434351,37.5500202,69,202507010800
436853694,2330771349,126.9372789,37.5531153,126.9376287,37.5533218,12,202507010800
436853677,436853683,126.9392121,37.5491774,126.9385683,37.5497897,17,202507010800
436853683,436805774,126.9385683,37.5497897,126.9384187,37.5498486,151,202507010800
436853683,9958232723,126.9385683,37.5497897,126.9383627,37.5501408,200,202507010800
436853695,3865541988,126.9371027,37.5542535,126.9370679,37.5545455,9,202507010800
436853694,436853695,126.9372789,37.5531153,126.9371027,37.5542535,125,202507010800
436853695,2330771437,126.9371027,37.5542535,126.9376357,37.5543061,65,202507010800
436854106,3390511794,126.9643075,37.5596017,126.9645667,37.5598042,69,202507010800
436854106,5863307834,126.9643075,37.5596017,126.9635401,37.5593408,57,202507010800
436855674,7773276140,126.9314189,37.5624454,126.9328953,37.5610781,94,202507010800
436855674,3825309083,126.9314189,37.5624454,126.930911,37.5621733,17,202507010800
436855694,2330753877,126.9415888,37.5613649,126.9420784,37.5609995,362,202507010800
436855693,436855694,126.94114,37.5609497,126.9415888,37.5613649,341,202507010800
436855694,3785056754,126.9415888,37.5613649,126.9423924,37.5619593,374,202507010800
436855704,7706526741,126.9486162,37.5686586,126.956128,37.5711445,166,202507010800
436856755,436856762,126.9627327,37.5716097,126.96131,37.57225,78,202507010800
436856762,436856763,126.96131,37.57225,126.9611132,37.5723483,326,202507010800
436856755,11252413243,126.9627327,37.5716097,126.9617454,37.5709466,18,202507010800
436856762,11565842580,126.96131,37.57225,126.9612417,37.5723479,327,202507010800
436856762,436856755,126.96131,37.57225,126.9627327,37.5716097,374,202507010800
436856763,436856762,126.9611132,37.5723483,126.96131,37.57225,328,202507010800
436859638,6048920035,126.9332339,37.5526796,126.9327294,37.5516632,139,202507010800
436856763,11565842580,126.9611132,37.5723483,126.9612417,37.5723479,326,202507010800
436859638,9379611610,126.9332339,37.5526796,126.9320563,37.5534516,35,202507010800
436859638,436874458,126.9332339,37.5526796,126.9334062,37.552574,167,202507010800
436859669,4591748489,126.9456887,37.559188,126.9463468,37.5592099,90,202507010800
436859669,2329648805,126.9456887,37.559188,126.9445376,37.5591632,22,202507010800
436862108,1949139253,126.9237011,37.5600633,126.9232735,37.5605891,41,202507010800
436859669,3785056723,126.9456887,37.559188,126.9455379,37.5598574,93,202507010800
436862108,436837171,126.9237011,37.5600633,126.9238143,37.559929,27,202507010800
436862109,1949139253,126.9228985,37.5610595,126.9232735,37.5605891,45,202507010800
436862109,1949139160,126.9228985,37.5610595,126.9224347,37.5616254,29,202507010800
436862293,3617050506,126.936937,37.5576709,126.9368586,37.5555198,130,202507010800
436862293,3864845150,126.936937,37.5576709,126.9369592,37.5589873,137,202507010800
436862410,4590068789,126.9266581,37.5609728,126.9265577,37.5596342,301,202507010800
436862293,3618644427,126.936937,37.5576709,126.9372496,37.5576694,24,202507010800
436862410,3798902280,126.9266581,37.5609728,126.9270448,37.5616348,237,202507010800
436862410,4590169788,126.9266581,37.5609728,126.9273606,37.5608596,605,202507010800
436862442,3825309165,126.928613,37.5638131,126.9283921,37.5635309,10,202507010800
436862442,5681433416,126.928613,37.5638131,126.9287729,37.564039,542,202507010800
436862442,5681433413,126.928613,37.5638131,126.9292929,37.563951,587,202507010800
436862443,5681433413,126.9289412,37.5642807,126.9292929,37.563951,611,202507010800
436862443,5681433416,126.9289412,37.5642807,126.9287729,37.564039,566,202507010800
436862443,2147528525,126.9289412,37.5642807,126.9293949,37.5649046,191,202507010800
436862472,436862474,126.93539,37.57256,126.9355052,37.572857,9,202507010800
436862472,3825310786,126.93539,37.57256,126.9355968,37.572078,23,202507010800
436862474,3825310841,126.9355052,37.572857,126.9352321,37.5727662,5,202507010800
436862474,436862472,126.9355052,37.572857,126.93539,37.57256,152,202507010800
436862472,3825310652,126.93539,37.57256,126.9347477,37.5716165,303,202507010800
436862474,436862475,126.9355052,37.572857,126.9355524,37.5730603,163,202507010800
436862475,436862474,126.9355524,37.5730603,126.9355052,37.572857,203,202507010800
436864020,436835483,126.92307,37.5507,126.92297,37.54776,191,202507010800
436862475,3785058137,126.9355524,37.5730603,126.9365522,37.572923,14,202507010800
436864020,2473238876,126.92307,37.5507,126.924041,37.552636,304,202507010800
436864063,3743639307,126.930975,37.5559663,126.9310107,37.5560139,164,202507010800
436864063,3648703726,126.930975,37.5559663,126.9308686,37.5558249,19,202507010800
436868022,11296428335,126.9640503,37.568517,126.9650236,37.5674786,260,202507010800
436864063,3743639300,126.930975,37.5559663,126.9304338,37.5562315,209,202507010800
436868022,4592872176,126.9640503,37.568517,126.9629603,37.5679034,239,202507010800
436868025,2451941054,126.9616311,37.570872,126.9628678,37.5696318,50,202507010800
436868025,11296428336,126.9616311,37.570872,126.9617404,37.5708181,21,202507010800
436868026,11252413237,126.9602633,37.5723717,126.9599833,37.5726702,126,202507010800
436869136,2330782564,126.9629392,37.5519312,126.9624642,37.551548,400,202507010800
436869136,10185058895,126.9629392,37.5519312,126.9630083,37.5518778,2,202507010800
436872627,3390511194,126.9641025,37.5590953,126.9644171,37.5590765,5,202507010800
436872627,8483288493,126.9641025,37.5590953,126.9640237,37.5593758,10,202507010800
436873059,3825310361,126.93142,37.5695,126.931927,37.5701856,142,202507010800
436873059,3825310135,126.93142,37.5695,126.9311255,37.5692688,8,202507010800
436873059,436873061,126.93142,37.5695,126.93077,37.57027,74,202507010800
436873061,3785058089,126.93077,37.57027,126.9301764,37.5699689,73,202507010800
436873059,436837191,126.93142,37.5695,126.9317414,37.5691072,136,202507010800
436873061,3825310419,126.93077,37.57027,126.9305063,37.5705757,108,202507010800
436873061,3825310423,126.93077,37.57027,126.9313413,37.570608,14,202507010800
436873061,436873059,126.93077,37.57027,126.93142,37.5695,38,202507010800
436874429,414685214,126.93164,37.54525,126.9319373,37.5455648,202,202507010800
436874438,414685214,126.9325708,37.5474537,126.9319373,37.5455648,230,202507010800
436874438,2139941924,126.9325708,37.5474537,126.9314815,37.5474724,245,202507010800
436874438,3868066486,126.9325708,37.5474537,126.9329102,37.5458477,174,202507010800
436874438,3868066618,126.9325708,37.5474537,126.9338161,37.5474208,134,202507010800
436874438,8477575614,126.9325708,37.5474537,126.9326667,37.548082,81,202507010800
436874458,8537159258,126.9334062,37.552574,126.9337766,37.552954,184,202507010800
436877209,3868066418,126.9348705,37.5449974,126.9349741,37.5454137,13,202507010800
436877209,3868066385,126.9348705,37.5449974,126.9346537,37.5450329,5,202507010800
436874458,436859638,126.9334062,37.552574,126.9332339,37.5526796,2,202507010800
436877210,3868066424,126.9342705,37.5450991,126.9342529,37.5454869,42,202507010800
436877210,436877211,126.9342705,37.5450991,126.9339705,37.5451474,17,202507010800
436877211,3868066400,126.9339705,37.5451474,126.9335872,37.5452222,4,202507010800
436877210,3868066385,126.9342705,37.5450991,126.9346537,37.5450329,120,202507010800
436877211,436877210,126.9339705,37.5451474,126.9342705,37.5450991,257,202507010800
436881903,3785058124,126.92216,37.57171,126.9228846,37.5722578,272,202507010800
461778936,8385963129,126.9591959,37.5458319,126.9591675,37.5464536,529,202507010800
461778942,8482685783,126.9610492,37.5466878,126.961168,37.5470555,13,202507010800
461778936,3807474833,126.9591959,37.5458319,126.9585087,37.5454804,10,202507010800
461778942,3807474859,126.9610492,37.5466878,126.9599672,37.54616,15,202507010800
461778960,8482685783,126.9615899,37.5468375,126.961168,37.5470555,7,202507010800
461778960,3807474881,126.9615899,37.5468375,126.9622618,37.5467513,8,202507010800
631756001,1795204580,126.9235972,37.5554275,126.9225359,37.5543354,97,202507010800
461778960,461778942,126.9615899,37.5468375,126.9610492,37.5466878,9,202507010800
631756001,4927966771,126.9235972,37.5554275,126.9250257,37.5561803,105,202507010800
631756001,3034284276,126.9235972,37.5554275,126.9227695,37.5560086,84,202507010800
1149288237,1149288246,126.9628628,37.5724467,126.9561534,37.5712173,40,202507010800
1149288237,4450148407,126.9628628,37.5724467,126.9618196,37.5725514,561,202507010800
1149288246,10951188749,126.9561534,37.5712173,126.9485108,37.5687489,55,202507010800
1149288254,436856763,126.9607743,37.5723013,126.9611132,37.5723483,323,202507010800
1149288261,4593012468,126.9611759,37.5725772,126.9608476,37.5725958,88,202507010800
1149288261,5048487738,126.9611759,37.5725772,126.9607514,37.5725217,10,202507010800
1149288292,11252413240,126.9600045,37.5724235,126.9601214,37.5722934,351,202507010800
1149288292,1149288309,126.9600045,37.5724235,126.9599566,37.5722023,79,202507010800
1149288309,5041148383,126.9599566,37.5722023,126.9597613,37.5720637,4,202507010800
1149547143,5041148383,126.9596904,37.5717443,126.9597613,37.5720637,333,202507010800
1149547143,1149547145,126.9596904,37.5717443,126.960277,37.5721117,223,202507010800
1149547143,11252413238,126.9596904,37.5717443,126.9608244,37.5716333,300,202507010800
1149547145,12234346941,126.960277,37.5721117,126.9603447,37.572151,228,202507010800
1149547145,11252413238,126.960277,37.5721117,126.9608244,37.5716333,304,202507010800
1795204580,2959081059,126.9225359,37.5543354,126.9242676,37.5528519,194,202507010800
1795204580,631756001,126.9225359,37.5543354,126.9235972,37.5554275,79,202507010800
1800585176,3040585338,126.9298179,37.5544584,126.9293254,37.5541545,109,202507010800
1800585176,2421606544,126.9298179,37.5544584,126.9301177,37.5548042,6,202507010800
1830388306,1830388317,126.9292413,37.5547661,126.9275877,37.5540263,48,202507010800
1800585176,1830388306,126.9298179,37.5544584,126.9292413,37.5547661,12,202507010800
1830388306,1800585176,126.9292413,37.5547661,126.9298179,37.5544584,55,202507010800
1830388317,1830388306,126.9275877,37.5540263,126.9292413,37.5547661,41,202507010800
1830388306,3139492445,126.9292413,37.5547661,126.9262465,37.5564307,81,202507010800
1830411034,3648704125,126.9280226,37.556521,126.9281363,37.5568779,55,202507010800
1912547346,1912547349,126.9336965,37.5725167,126.9334327,37.5721858,91,202507010800
1912547346,1912547349,126.9336965,37.5725167,126.9334327,37.5721858,91,202507010800
1912547349,3825310778,126.9334327,37.5721858,126.9332807,37.5719783,95,202507010800
1912547346,1912547357,126.9336965,37.5725167,126.9338789,37.5727548,112,202507010800
1912547349,1912547346,126.9334327,37.5721858,126.9336965,37.5725167,77,202507010800
1912547349,1912547346,126.9334327,37.5721858,126.9336965,37.5725167,77,202507010800
1912547353,1912547357,126.9346903,37.5734131,126.9338789,37.5727548,23,202507010800
1912547353,3825310970,126.9346903,37.5734131,126.9349405,37.5730564,54,202507010800
1912547357,1912547346,126.9338789,37.5727548,126.9336965,37.5725167,12,202507010800
1912547357,1912547353,126.9338789,37.5727548,126.9346903,37.5734131,26,202507010800
1912547357,3825310828,126.9338789,37.5727548,126.9340197,37.5726636,117,202507010800
1912549259,3825310841,126.9343698,37.5724754,126.9352321,37.5727662,107,202507010800
1912549259,3825310828,126.9343698,37.5724754,126.9340197,37.5726636,11,202507010800
1912549265,2532346015,126.9335141,37.5713517,126.9342289,37.5709788,118,202507010800
1912549259,1912549265,126.9343698,37.5724754,126.9335141,37.5713517,77,202507010800
1912549265,3825310649,126.9335141,37.5713517,126.9330005,37.5716093,16,202507010800
1912549265,3825310381,126.9335141,37.5713517,126.932646,37.5702535,26,202507010800
1912549265,1912549259,126.9335141,37.5713517,126.9343698,37.5724754,25,202507010800
1936511359,8482703424,126.9562089,37.5574896,126.9560074,37.5574766,2,202507010800
1936511359,8478359170,126.9562089,37.5574896,126.9562404,37.5576272,160,202507010800
1949139139,3702193045,126.9225577,37.5589319,126.9230761,37.5585351,59,202507010800
1936511359,11689066418,126.9562089,37.5574896,126.9561922,37.5573806,1,202507010800
1949139139,3702193053,126.9225577,37.5589319,126.9229654,37.5593384,58,202507010800
1949139160,436862109,126.9224347,37.5616254,126.9228985,37.5610595,126,202507010800
1949139253,436862108,126.9232735,37.5605891,126.9237011,37.5600633,120,202507010800
1949139253,436862109,126.9232735,37.5605891,126.9228985,37.5610595,191,202507010800
1949139253,3702193030,126.9232735,37.5605891,126.9227524,37.5602337,16,202507010800
2064295230,1149288246,126.9590351,37.5716249,126.9561534,37.5712173,545,202507010800
2064295230,8382844637,126.9590351,37.5716249,126.9590996,37.5714986,219,202507010800
2139941776,2139941924,126.9313073,37.5474803,126.9314815,37.5474724,205,202507010800
2139941776,3869600388,126.9313073,37.5474803,126.9312424,37.5472632,241,202507010800
2064295230,4591927815,126.9590351,37.5716249,126.9541364,37.5722832,492,202507010800
2139941779,4645239942,126.9311891,37.5470851,126.9309324,37.5465535,287,202507010800
2139941776,5502397473,126.9313073,37.5474803,126.930988,37.5474888,177,202507010800
2139941828,2139941924,126.9313439,37.5470584,126.9314815,37.5474724,206,202507010800
2139941913,3869599476,126.9229215,37.54506,126.9229238,37.5451912,24,202507010800
2139941913,3490411594,126.9229215,37.54506,126.9226978,37.5450788,4,202507010800
2139941922,2739018581,126.9304505,37.5455917,126.9308493,37.5455836,302,202507010800
2139941913,3869599499,126.9229215,37.54506,126.9244721,37.5450158,94,202507010800
2139941924,436874438,126.9314815,37.5474724,126.9325708,37.5474537,241,202507010800
2139941922,3110451520,126.9304505,37.5455917,126.9292017,37.5456201,18,202507010800
2139941924,2139941776,126.9314815,37.5474724,126.9313073,37.5474803,203,202507010800
2139941924,8477575613,126.9314815,37.5474724,126.9318152,37.548477,35,202507010800
2147528494,2147528533,126.9481791,37.5680668,126.94781,37.5682381,6,202507010800
2147528494,3339451093,126.9481791,37.5680668,126.9489965,37.5683186,119,202507010800
2147528494,4263508454,126.9481791,37.5680668,126.9481487,37.5680247,102,202507010800
2147528498,7624412361,126.9290723,37.565154,126.927371,37.5660345,19,202507010800
2147528503,3451482794,126.94713,37.567246,126.9471223,37.5670458,52,202507010800
2147528503,12587045401,126.94713,37.567246,126.9468963,37.567821,33,202507010800
2147528503,2147528533,126.94713,37.567246,126.94781,37.5682381,87,202507010800
2147528525,436862443,126.9293949,37.5649046,126.9289412,37.5642807,284,202507010800
2147528525,5681435323,126.9293949,37.5649046,126.9295837,37.5651361,233,202507010800
2147528525,2147528498,126.9293949,37.5649046,126.9290723,37.565154,537,202507010800
2147528533,2147528494,126.94781,37.5682381,126.9481791,37.5680668,98,202507010800
2147528533,2147528569,126.94781,37.5682381,126.947662,37.5686691,22,202507010800
2147528533,2147528503,126.94781,37.5682381,126.94713,37.567246,27,202507010800
2147528535,2147528539,126.9272643,37.5659751,126.9302889,37.5635045,420,202507010800
2147528535,5681433407,126.9272643,37.5659751,126.928554,37.564528,687,202507010800
2147528569,7225316107,126.947662,37.5686691,126.9485452,37.5696246,46,202507010800
2147528569,12587045401,126.947662,37.5686691,126.9468963,37.567821,30,202507010800
2147528539,3825309151,126.9302889,37.5635045,126.9305141,37.5633018,243,202507010800
2147528569,2147528533,126.947662,37.5686691,126.94781,37.5682381,125,202507010800
2147528582,3339438294,126.9515513,37.5649316,126.9517158,37.5657558,27,202507010800
2147528582,3648412325,126.9515513,37.5649316,126.9521916,37.5650555,55,202507010800
2147528582,3339450393,126.9515513,37.5649316,126.9518515,37.5635157,85,202507010800
2147528582,3339450993,126.9515513,37.5649316,126.9511501,37.5649659,7,202507010800
2147528590,3339450993,126.9510662,37.566398,126.9511501,37.5649659,27,202507010800
2147528590,3339450793,126.9510662,37.566398,126.9517963,37.5663414,63,202507010800
2147528590,7225316107,126.9510662,37.566398,126.9485452,37.5696246,78,202507010800
2147528623,3825309290,126.9297033,37.5646791,126.9304965,37.564801,59,202507010800
2147528623,5681435323,126.9297033,37.5646791,126.9295837,37.5651361,219,202507010800
2147528623,2147528525,126.9297033,37.5646791,126.9293949,37.5649046,234,202507010800
2147528627,10977420291,126.9393206,37.5600024,126.9402228,37.5602436,481,202507010800
2147528627,2317896079,126.9393206,37.5600024,126.9404201,37.5598084,466,202507010800
2237153678,436862293,126.9363021,37.5576842,126.936937,37.5576709,113,202507010800
2237153678,3309835034,126.9363021,37.5576842,126.9363118,37.5581045,104,202507010800
2237153682,3550731053,126.9349503,37.558139,126.9352937,37.5581303,31,202507010800
2237153682,3309835028,126.9349503,37.558139,126.9349282,37.5577056,12,202507010800
2237153682,2473261133,126.9349503,37.558139,126.9336446,37.5586141,40,202507010800
2237153687,2237153682,126.9349849,37.5585301,126.9349503,37.558139,13,202507010800
2237153687,2473261136,126.9349849,37.5585301,126.934065,37.5588649,31,202507010800
2237153687,3550731058,126.9349849,37.5585301,126.9353014,37.5585286,36,202507010800
2237153689,2237153687,126.9349873,37.5589266,126.9349849,37.5585301,14,202507010800
2237153689,2237153692,126.9349873,37.5589266,126.9345322,37.5590192,10,202507010800
2237153692,2237153694,126.9345322,37.5590192,126.9344757,37.5591184,3,202507010800
2237153691,2237153689,126.9363464,37.5589616,126.9349873,37.5589266,30,202507010800
2237153692,2473261136,126.9345322,37.5590192,126.934065,37.5588649,11,202507010800
2237153692,2237153689,126.9345322,37.5590192,126.9349873,37.5589266,133,202507010800
2237153694,2237153695,126.9344757,37.5591184,126.9344082,37.5592557,5,202507010800
2237153694,2237153692,126.9344757,37.5591184,126.9345322,37.5590192,6,202507010800
2237153694,4693177292,126.9344757,37.5591184,126.9368673,37.5593213,235,202507010800
2237153695,3864845873,126.9344082,37.5592557,126.9343707,37.5594045,7,202507010800
2237153695,2473261147,126.9344082,37.5592557,126.9336679,37.5589431,28,202507010800
2237153695,2237153694,126.9344082,37.5592557,126.9344757,37.5591184,1,202507010800
2317896077,3864845881,126.9333324,37.5605118,126.9337667,37.5601648,11,202507010800
2317896077,3825307750,126.9333324,37.5605118,126.9331851,37.5603975,0,202507010800
2317896077,7773276142,126.9333324,37.5605118,126.9333488,37.5607004,6,202507010800
2317896079,12557505797,126.9404201,37.5598084,126.9404168,37.5599082,3,202507010800
2317896079,3860578462,126.9404201,37.5598084,126.9404233,37.5593308,481,202507010800
2322074282,8382910011,126.9634409,37.5556732,126.9633081,37.5554218,136,202507010800
2322074282,8382910004,126.9634409,37.5556732,126.9642003,37.5549277,156,202507010800
2322074282,4593779246,126.9634409,37.5556732,126.9627566,37.5559965,11,202507010800
2322074303,8382910004,126.9649293,37.5549467,126.9642003,37.5549277,12,202507010800
2322074403,3807474914,126.9606845,37.5472718,126.9604583,37.547261,58,202507010800
2322074403,3807474904,126.9606845,37.5472718,126.9610918,37.5470949,8,202507010800
2322074403,2322074411,126.9606845,37.5472718,126.960239,37.5479324,17,202507010800
2322074411,3807474964,126.960239,37.5479324,126.9602743,37.5479957,8,202507010800
2322074411,2322074413,126.960239,37.5479324,126.959914,37.5478883,6,202507010800
2322074413,3807474992,126.959914,37.5478883,126.960073,37.54821,61,202507010800
2322074411,2322074403,126.960239,37.5479324,126.9606845,37.5472718,45,202507010800
2322074413,3807474944,126.959914,37.5478883,126.9597404,37.5477744,4,202507010800
2322074413,2322074411,126.959914,37.5478883,126.960239,37.5479324,56,202507010800
2322074420,3807474944,126.9591808,37.5472677,126.9597404,37.5477744,56,202507010800
2322074420,3807474912,126.9591808,37.5472677,126.9599749,37.5472633,167,202507010800
2322074420,8385963129,126.9591808,37.5472677,126.9591675,37.5464536,99,202507010800
